1.00E-10,0,0,0,0,1.00E-10,0,0.00E+00
5.00E-10,0,0,0,0,3.00E-10,0.00E+00,0.00E+00
7.50E-10,0,0,0,0,6.25E-10,0.00E+00,0.00E+00
0.000000001,0,0,0,0,8.75E-10,0.00E+00,0.00E+00
1.20E-09,0,0,0,0,1.10E-09,0.00E+00,0.00E+00
1.50E-09,0,0,0,0,1.35E-09,0.00E+00,0.00E+00
0.000000002,0,0,0,0,1.75E-09,0.00E+00,0.00E+00
2.50E-09,0,0,0,0,2.25E-09,0.00E+00,0.00E+00
0.000000003,0,0,0,0,2.75E-09,0.00E+00,0.00E+00
0.000000004,0,0,0,0,3.50E-09,0.00E+00,0.00E+00
0.000000005,0,0,0,0,4.50E-09,0.00E+00,0.00E+00
7.50E-09,0,0,0,0,6.25E-09,0.00E+00,0.00E+00
0.00000001,2.15E-15,14191.16634,7.49E-15,4.93E+04,8.75E-09,5.68E+12,4.97E+04
2.53E-08,3.27E-13,2153093.277,3.52E-13,2.32E+06,1.77E-08,1.41E+14,2.49E+06
0.00000003,3.48E-13,2291573.384,2.04E-12,1.34E+07,2.77E-08,4.88E+14,1.35E+07
0.00000004,5.02E-13,3308618.034,1.75E-12,1.15E+07,3.50E-08,3.31E+14,1.16E+07
0.00000005,1.22E-12,8046957.765,5.47E-12,3.61E+07,4.50E-08,8.05E+14,3.62E+07
0.00000006,1.76E-12,11568512.43,9.63E-12,6.35E+07,5.50E-08,1.16E+15,6.36E+07
0.00000007,2.37E-12,15627256.93,1.54E-11,1.01E+08,6.50E-08,1.56E+15,1.02E+08
0.00000008,3.20E-12,21060478.87,2.39E-11,1.58E+08,7.50E-08,2.11E+15,1.58E+08
0.00000009,4.00E-12,26387510.26,3.40E-11,2.24E+08,8.50E-08,2.64E+15,2.24E+08
0.0000001,5.06E-12,33324367.24,4.80E-11,3.16E+08,9.50E-08,3.33E+15,3.17E+08
0.000000125,1.68E-11,110549826.8,7.52E-11,4.95E+08,1.13E-07,4.42E+15,5.00E+08
0.00000015,2.33E-11,153336940,1.28E-10,8.41E+08,1.38E-07,6.13E+15,8.46E+08
0.000000175,2.76E-11,181756802.8,1.79E-10,1.18E+09,1.63E-07,7.27E+15,1.19E+09
0.0000002,3.10E-11,204173587.8,2.32E-10,1.53E+09,1.88E-07,8.17E+15,1.54E+09
0.000000225,3.68E-11,242208822.3,3.12E-10,2.06E+09,2.13E-07,9.69E+15,2.06E+09
0.00000025,4.10E-11,270307605,3.89E-10,2.57E+09,2.38E-07,1.08E+16,2.57E+09
0.000000275,4.65E-11,306724343.1,4.88E-10,3.22E+09,2.63E-07,1.23E+16,3.23E+09
0.0000003,5.09E-11,335651651.4,5.85E-10,3.86E+09,2.88E-07,1.34E+16,3.87E+09
0.000000325,6.08E-11,400415746.2,7.59E-10,5.00E+09,3.13E-07,1.60E+16,5.01E+09
0.00000035,7.43E-11,489401487.8,1.00E-09,6.60E+09,3.38E-07,1.96E+16,6.62E+09
0.000000375,9.55E-11,629614779.3,1.38E-09,9.13E+09,3.63E-07,2.52E+16,9.14E+09
0.0000004,1.20E-10,792836780.7,1.86E-09,1.23E+10,3.88E-07,3.17E+16,1.23E+10
0.00000045,3.03E-10,1995800449,2.57E-09,1.69E+10,4.25E-07,3.99E+16,1.70E+10
0.0000005,3.74E-10,2465459827,3.55E-09,2.34E+10,4.75E-07,4.93E+16,2.34E+10
0.00000055,4.14E-10,2729234394,4.35E-09,2.86E+10,5.25E-07,5.46E+16,2.87E+10
0.0000006,4.45E-10,2931566126,5.11E-09,3.37E+10,5.75E-07,5.86E+16,3.37E+10
0.000000625,2.27E-10,1493087727,5.55E-09,3.66E+10,6.13E-07,5.97E+16,3.66E+10
0.00000065,2.29E-10,1506100932,5.83E-09,3.84E+10,6.38E-07,6.02E+16,3.84E+10
0.0000007,4.73E-10,3117188417,6.38E-09,4.21E+10,6.75E-07,6.23E+16,4.21E+10
0.00000075,4.80E-10,3162004125,6.95E-09,4.58E+10,7.25E-07,6.32E+16,4.58E+10
0.0000008,4.79E-10,3158353276,7.43E-09,4.89E+10,7.75E-07,6.32E+16,4.90E+10
0.00000085,4.75E-10,3128499834,7.83E-09,5.16E+10,8.25E-07,6.26E+16,5.16E+10
0.0000009,4.73E-10,3116369652,8.27E-09,5.45E+10,8.75E-07,6.23E+16,5.45E+10
0.000000925,2.34E-10,1544002119,8.55E-09,5.64E+10,9.13E-07,6.18E+16,5.64E+10
0.00000095,2.33E-10,1535652767,8.74E-09,5.76E+10,9.38E-07,6.14E+16,5.76E+10
0.000000975,2.30E-10,1516149470,8.86E-09,5.84E+10,9.63E-07,6.06E+16,5.84E+10
0.000001,2.27E-10,1493264071,8.95E-09,5.90E+10,9.88E-07,5.97E+16,5.90E+10
0.00000101,8.92E-11,588046638.3,8.97E-09,5.91E+10,1.01E-06,5.88E+16,5.94E+10
0.00000102,8.54E-11,562870226.7,8.67E-09,5.71E+10,1.02E-06,5.63E+16,5.74E+10
0.00000103,8.05E-11,530563581.1,8.25E-09,5.44E+10,1.03E-06,5.31E+16,5.46E+10
0.00000104,7.83E-11,515877544.4,8.10E-09,5.34E+10,1.04E-06,5.16E+16,5.37E+10
0.00000105,7.38E-11,486159289.2,7.71E-09,5.08E+10,1.05E-06,4.86E+16,5.10E+10
0.00000106,7.25E-11,477524271.8,7.64E-09,5.04E+10,1.06E-06,4.78E+16,5.06E+10
0.00000107,7.51E-11,494776411.9,8.00E-09,5.27E+10,1.07E-06,4.95E+16,5.29E+10
0.00000108,8.13E-11,535785912.1,8.74E-09,5.76E+10,1.08E-06,5.36E+16,5.79E+10
0.00000109,8.69E-11,572918113.8,9.43E-09,6.22E+10,1.09E-06,5.73E+16,6.24E+10
0.0000011,9.47E-11,624097836,1.04E-08,6.83E+10,1.10E-06,6.24E+16,6.87E+10
0.00000111,9.76E-11,642892013.3,1.08E-08,7.10E+10,1.11E-06,6.43E+16,7.14E+10
0.00000112,1.01E-10,666219900,1.13E-08,7.43E+10,1.12E-06,6.66E+16,7.46E+10
0.00000113,1.03E-10,678011221.3,1.16E-08,7.63E+10,1.13E-06,6.78E+16,7.66E+10
0.00000114,1.02E-10,674332228.8,1.16E-08,7.65E+10,1.14E-06,6.74E+16,7.69E+10
0.00000115,1.05E-10,693481860.3,1.20E-08,7.94E+10,1.15E-06,6.93E+16,7.98E+10
0.00000118,3.21E-10,2112835681,1.24E-08,8.20E+10,1.17E-06,7.04E+16,8.24E+10
0.0000012,2.16E-10,1426223117,1.29E-08,8.49E+10,1.19E-06,7.13E+16,8.49E+10
0.00000123,3.26E-10,2148648065,1.32E-08,8.70E+10,1.22E-06,7.16E+16,8.74E+10
0.00000125,2.14E-10,1408222164,1.32E-08,8.73E+10,1.24E-06,7.04E+16,8.73E+10
0.0000013,5.41E-10,3566310997,1.38E-08,9.09E+10,1.28E-06,7.13E+16,9.13E+10
0.00000135,5.34E-10,3515826079,1.41E-08,9.32E+10,1.33E-06,7.03E+16,9.35E+10
0.0000014,5.24E-10,3453314767,1.44E-08,9.50E+10,1.38E-06,6.91E+16,9.53E+10
0.00000145,5.18E-10,3415542585,1.48E-08,9.73E+10,1.43E-06,6.83E+16,9.77E+10
0.0000015,5.03E-10,3314213063,1.48E-08,9.78E+10,1.48E-06,6.63E+16,9.81E+10
0.00000159,8.96E-10,5905427895,1.54E-08,1.01E+11,1.55E-06,6.56E+16,1.02E+11
0.00000168,8.65E-10,5702975129,1.57E-08,1.04E+11,1.64E-06,6.34E+16,1.04E+11
0.00000177,8.29E-10,5461331780,1.59E-08,1.05E+11,1.73E-06,6.07E+16,1.05E+11
0.00000186,8.09E-10,5332290327,1.63E-08,1.08E+11,1.82E-06,5.92E+16,1.08E+11
0.00000194,6.92E-10,4562716199,1.64E-08,1.08E+11,1.90E-06,5.70E+16,1.08E+11
0.000002,5.08E-10,3349928816,1.67E-08,1.10E+11,1.97E-06,5.58E+16,1.10E+11
0.00000212,9.81E-10,6467681730,1.68E-08,1.11E+11,2.06E-06,5.39E+16,1.11E+11
0.00000221,7.08E-10,4664710266,1.70E-08,1.12E+11,2.17E-06,5.18E+16,1.12E+11
0.0000023,6.87E-10,4529525391,1.72E-08,1.13E+11,2.26E-06,5.03E+16,1.14E+11
0.00000238,5.91E-10,3897162796,1.73E-08,1.14E+11,2.34E-06,4.87E+16,1.14E+11
0.00000247,6.40E-10,4216758651,1.72E-08,1.14E+11,2.43E-06,4.69E+16,1.14E+11
0.00000257,6.89E-10,4539448178,1.74E-08,1.14E+11,2.52E-06,4.54E+16,1.14E+11
0.00000267,6.62E-10,4361904867,1.73E-08,1.14E+11,2.62E-06,4.36E+16,1.14E+11
0.00000277,6.39E-10,4210284015,1.74E-08,1.15E+11,2.72E-06,4.21E+16,1.15E+11
0.00000287,6.13E-10,4041858390,1.73E-08,1.14E+11,2.82E-06,4.04E+16,1.14E+11
0.00000297,5.86E-10,3859273322,1.71E-08,1.13E+11,2.92E-06,3.86E+16,1.13E+11
0.000003,1.72E-10,1131299856,1.71E-08,1.13E+11,2.99E-06,3.77E+16,1.13E+11
0.00000305,2.83E-10,1864089591,1.71E-08,1.13E+11,3.03E-06,3.73E+16,1.13E+11
0.00000315,5.50E-10,3623331720,1.70E-08,1.12E+11,3.10E-06,3.62E+16,1.12E+11
0.0000035,1.77E-09,11645726537,1.68E-08,1.11E+11,3.33E-06,3.33E+16,1.11E+11
0.00000373,1.03E-09,6802739277,1.62E-08,1.07E+11,3.62E-06,2.96E+16,1.07E+11
0.000004,1.11E-09,7316015254,1.59E-08,1.05E+11,3.87E-06,2.71E+16,1.05E+11
0.00000475,2.52E-09,16608008158,1.47E-08,9.66E+10,4.38E-06,2.21E+16,9.70E+10
0.000005,6.73E-10,4432447656,1.31E-08,8.64E+10,4.88E-06,1.77E+16,8.65E+10
0.0000054,9.33E-10,6150645634,1.21E-08,7.99E+10,5.20E-06,1.54E+16,8.00E+10
0.000006,1.14E-09,7517282088,1.08E-08,7.13E+10,5.70E-06,1.25E+16,7.14E+10
0.00000625,3.62E-10,2384250156,8.86E-09,5.84E+10,6.13E-06,9.54E+15,5.85E+10
0.0000065,1.77E-10,1166752882,4.51E-09,2.97E+10,6.38E-06,4.67E+15,2.98E+10
0.00000675,8.87E-12,58460369.35,2.35E-10,1.55E+09,6.63E-06,2.34E+14,1.55E+09
0.000007,1.46E-10,960056300.6,4.01E-09,2.64E+10,6.88E-06,3.84E+15,2.64E+10
0.00000715,3.76E-10,2480287069,1.78E-08,1.17E+11,7.08E-06,1.65E+16,1.17E+11
0.0000081,4.30E-09,28345959219,3.45E-08,2.27E+11,7.63E-06,2.98E+16,2.28E+11
0.0000091,5.57E-09,36704462491,4.78E-08,3.15E+11,8.60E-06,3.67E+16,3.16E+11
0.00001,4.82E-09,31796702839,5.12E-08,3.37E+11,9.55E-06,3.53E+16,3.37E+11
0.0000115,6.82E-09,44962490145,4.88E-08,3.22E+11,1.08E-05,3.00E+16,3.24E+11
0.0000119,1.73E-09,11411668436,5.06E-08,3.34E+11,1.17E-05,2.85E+16,3.34E+11
0.0000129,4.55E-09,30007967441,5.64E-08,3.72E+11,1.24E-05,3.00E+16,3.72E+11
0.0000138,3.90E-09,25684050794,5.78E-08,3.81E+11,1.34E-05,2.85E+16,3.82E+11
0.0000144,2.30E-09,15172356799,5.41E-08,3.56E+11,1.41E-05,2.53E+16,3.57E+11
0.0000151,2.47E-09,16297396430,5.21E-08,3.43E+11,1.48E-05,2.33E+16,3.45E+11
0.000016,3.37E-09,22213200012,5.82E-08,3.84E+11,1.56E-05,2.47E+16,3.85E+11
0.000017,3.42E-09,22541877276,5.64E-08,3.72E+11,1.65E-05,2.25E+16,3.72E+11
0.0000185,4.80E-09,31612787380,5.67E-08,3.74E+11,1.78E-05,2.11E+16,3.75E+11
0.000019,1.61E-09,10581514325,6.02E-08,3.97E+11,1.88E-05,2.12E+16,3.98E+11
0.00002,2.66E-09,17550607830,5.19E-08,3.42E+11,1.95E-05,1.76E+16,3.42E+11
0.000021,9.37E-10,6176417452,1.92E-08,1.27E+11,2.05E-05,6.18E+15,1.27E+11
0.0000225,4.56E-09,30058910464,6.61E-08,4.36E+11,2.18E-05,2.00E+16,4.37E+11
0.000025,1.39E-08,91699931872,1.32E-07,8.70E+11,2.38E-05,3.67E+16,8.73E+11
0.0000275,1.35E-08,88728431719,1.41E-07,9.31E+11,2.63E-05,3.55E+16,9.33E+11
0.00003,1.25E-08,82510893819,1.44E-07,9.48E+11,2.88E-05,3.30E+16,9.51E+11
0.0000313,6.22E-09,41012867666,1.47E-07,9.67E+11,3.07E-05,3.15E+16,9.69E+11
0.0000318,2.38E-09,15668270014,1.50E-07,9.89E+11,3.16E-05,3.13E+16,9.90E+11
0.0000333,6.95E-09,45786643017,1.51E-07,9.93E+11,3.26E-05,3.05E+16,9.95E+11
0.0000338,2.25E-09,14805822434,1.51E-07,9.93E+11,3.36E-05,2.96E+16,9.95E+11
0.0000346,3.35E-09,22097391869,1.43E-07,9.45E+11,3.42E-05,2.76E+16,9.45E+11
0.0000355,3.48E-09,22948098884,1.36E-07,8.94E+11,3.51E-05,2.55E+16,8.95E+11
0.000037,2.52E-09,16629779529,6.10E-08,4.02E+11,3.63E-05,1.11E+16,4.02E+11
0.000038,2.57E-09,16934313558,9.64E-08,6.35E+11,3.75E-05,1.69E+16,6.35E+11
0.0000391,6.29E-09,41441316148,2.20E-07,1.45E+12,3.86E-05,3.77E+16,1.45E+12
0.0000396,3.29E-09,21689019641,2.59E-07,1.71E+12,3.94E-05,4.34E+16,1.71E+12
0.000041,9.84E-09,64841676509,2.83E-07,1.87E+12,4.03E-05,4.63E+16,1.87E+12
0.0000424,9.72E-09,64046825433,2.89E-07,1.91E+12,4.17E-05,4.57E+16,1.91E+12
0.000044,1.19E-08,78316744826,3.21E-07,2.11E+12,4.32E-05,4.89E+16,2.11E+12
0.0000452,7.07E-09,46560150569,2.63E-07,1.73E+12,4.46E-05,3.88E+16,1.73E+12
0.000047,1.34E-08,88031887746,3.42E-07,2.25E+12,4.61E-05,4.89E+16,2.25E+12
0.0000483,9.84E-09,64870665961,3.61E-07,2.38E+12,4.77E-05,4.99E+16,2.38E+12
0.0000492,6.77E-09,44617662080,3.67E-07,2.42E+12,4.88E-05,4.96E+16,2.42E+12
0.0000506,1.01E-08,66530336481,3.60E-07,2.37E+12,4.99E-05,4.75E+16,2.37E+12
0.000052,1.01E-08,66591243612,3.70E-07,2.44E+12,5.13E-05,4.76E+16,2.44E+12
0.0000534,9.48E-09,62457139549,3.57E-07,2.35E+12,5.27E-05,4.46E+16,2.35E+12
0.000059,3.86E-08,2.55E+11,3.87E-07,2.55E+12,5.62E-05,4.55E+16,2.56E+12
0.000061,1.35E-08,88649808811,4.04E-07,2.66E+12,6.00E-05,4.43E+16,2.66E+12
0.000065,2.57E-08,1.69E+11,4.04E-07,2.66E+12,6.30E-05,4.23E+16,2.66E+12
0.0000675,7.21E-09,47519828315,1.91E-07,1.26E+12,6.63E-05,1.90E+16,1.26E+12
0.000072,3.43E-08,2.26E+11,5.31E-07,3.50E+12,6.98E-05,5.02E+16,3.51E+12
0.000076,3.01E-08,1.98E+11,5.56E-07,3.66E+12,7.40E-05,4.95E+16,3.66E+12
0.00008,2.99E-08,1.97E+11,5.82E-07,3.84E+12,7.80E-05,4.93E+16,3.84E+12
0.000082,8.98E-09,59170692264,3.64E-07,2.40E+12,8.10E-05,2.96E+16,2.40E+12
0.00009,6.34E-08,4.18E+11,6.81E-07,4.49E+12,8.60E-05,5.23E+16,4.49E+12
0.0001,7.80E-08,5.14E+11,7.41E-07,4.88E+12,9.50E-05,5.14E+16,4.88E+12
0.000108,5.30E-08,3.50E+11,6.89E-07,4.54E+12,1.04E-04,4.38E+16,4.55E+12
0.000115,5.94E-08,3.92E+11,9.46E-07,6.24E+12,1.12E-04,5.60E+16,6.27E+12
0.000119,2.26E-08,1.49E+11,6.62E-07,4.36E+12,1.17E-04,3.73E+16,4.36E+12
0.000122,2.75E-08,1.81E+11,1.10E-06,7.27E+12,1.21E-04,6.03E+16,7.30E+12
0.000186,5.57E-07,3.67E+12,1.32E-06,8.70E+12,1.54E-04,5.73E+16,8.83E+12
0.000193,5.03E-08,3.32E+11,1.36E-06,8.98E+12,1.90E-04,4.74E+16,9.01E+12
0.000208,1.23E-07,8.12E+11,1.65E-06,1.08E+13,2.01E-04,5.41E+16,1.09E+13
0.00021,3.41E-09,22456301455,3.56E-07,2.35E+12,2.09E-04,1.12E+16,2.35E+12
0.00024,2.40E-07,1.58E+12,1.80E-06,1.19E+13,2.25E-04,5.27E+16,1.19E+13
0.000285,3.62E-07,2.38E+12,2.10E-06,1.39E+13,2.63E-04,5.29E+16,1.39E+13
0.000305,1.61E-07,1.06E+12,2.38E-06,1.57E+13,2.95E-04,5.30E+16,1.56E+13
0.00055,1.65E-06,1.09E+13,2.80E-06,1.85E+13,4.28E-04,4.45E+16,1.90E+13
0.00067,8.64E-07,5.70E+12,4.38E-06,2.89E+13,6.10E-04,4.75E+16,2.90E+13
0.000683,9.33E-08,6.15E+11,4.86E-06,3.20E+13,6.77E-04,4.73E+16,3.20E+13
0.00095,1.82E-06,1.20E+13,5.53E-06,3.64E+13,8.17E-04,4.49E+16,3.67E+13
0.00115,1.19E-06,7.85E+12,6.24E-06,4.11E+13,1.05E-03,3.93E+16,4.12E+13
0.0015,2.17E-06,1.43E+13,8.18E-06,5.39E+13,1.33E-03,4.09E+16,5.43E+13
0.00155,2.86E-07,1.88E+12,8.71E-06,5.74E+13,1.53E-03,3.76E+16,5.75E+13
0.0018,1.30E-06,8.58E+12,8.71E-06,5.74E+13,1.68E-03,3.43E+16,5.77E+13
0.0022,1.52E-06,1.00E+13,7.59E-06,5.00E+13,2.00E-03,2.50E+16,5.00E+13
0.00229,2.00E-07,1.32E+12,4.98E-06,3.28E+13,2.25E-03,1.47E+16,3.30E+13
0.00258,4.13E-07,2.72E+12,3.46E-06,2.28E+13,2.44E-03,9.38E+15,2.29E+13
0.003,2.31E-07,1.52E+12,1.53E-06,1.01E+13,2.79E-03,3.62E+15,1.01E+13
0.00374,1.06E-06,7.01E+12,4.83E-06,3.18E+13,3.37E-03,9.47E+15,3.19E+13
0.0039,3.24E-07,2.14E+12,7.75E-06,5.10E+13,3.82E-03,1.34E+16,5.11E+13
0.006,4.35E-06,2.87E+13,1.01E-05,6.66E+13,4.95E-03,1.37E+16,6.77E+13
0.00803,3.62E-06,2.39E+13,1.24E-05,8.20E+13,7.02E-03,1.18E+16,8.26E+13
0.0095,2.32E-06,1.53E+13,1.38E-05,9.11E+13,8.77E-03,1.04E+16,9.13E+13
0.013,5.65E-06,3.72E+13,1.80E-05,1.19E+14,1.13E-02,1.06E+16,1.20E+14
0.017,4.95E-06,3.26E+13,1.84E-05,1.22E+14,1.50E-02,8.15E+15,1.22E+14
0.025,9.51E-06,6.26E+13,2.46E-05,1.62E+14,2.10E-02,7.83E+15,1.64E+14
0.03,3.88E-06,2.56E+13,2.13E-05,1.40E+14,2.75E-02,5.12E+15,1.41E+14
0.045,1.02E-05,6.74E+13,2.52E-05,1.66E+14,3.75E-02,4.49E+15,1.69E+14
0.05,3.20E-06,2.11E+13,3.04E-05,2.00E+14,4.75E-02,4.22E+15,2.00E+14
0.052,8.30E-07,5.47E+12,2.12E-05,1.39E+14,5.10E-02,2.74E+15,1.39E+14
0.06,3.73E-06,2.46E+13,2.60E-05,1.72E+14,5.60E-02,3.08E+15,1.72E+14
0.073,5.98E-06,3.94E+13,3.05E-05,2.01E+14,6.65E-02,3.03E+15,2.02E+14
0.075,6.03E-07,3.97E+12,2.23E-05,1.47E+14,7.40E-02,1.99E+15,1.47E+14
0.082,2.98E-06,1.96E+13,3.34E-05,2.20E+14,7.85E-02,2.80E+15,2.20E+14
0.085,8.87E-07,5.84E+12,2.47E-05,1.63E+14,8.35E-02,1.95E+15,1.63E+14
0.1,4.67E-06,3.08E+13,2.87E-05,1.89E+14,9.25E-02,2.05E+15,1.90E+14
0.128,7.68E-06,5.06E+13,3.11E-05,2.05E+14,1.14E-01,1.81E+15,2.06E+14
0.15,4.81E-06,3.17E+13,3.03E-05,2.00E+14,1.39E-01,1.44E+15,2.00E+14
0.2,8.40E-06,5.54E+13,2.92E-05,1.92E+14,1.75E-01,1.11E+15,1.94E+14
0.27,8.14E-06,5.36E+13,2.71E-05,1.79E+14,2.35E-01,7.66E+14,1.80E+14
0.33,5.14E-06,3.39E+13,2.56E-05,1.69E+14,3.00E-01,5.65E+14,1.70E+14
0.4,3.63E-06,2.40E+13,1.89E-05,1.25E+14,3.65E-01,3.43E+14,1.25E+14
0.42,7.00E-07,4.61E+12,1.43E-05,9.45E+13,4.10E-01,2.31E+14,9.45E+13
0.44,5.71E-07,3.76E+12,1.23E-05,8.09E+13,4.30E-01,1.88E+14,8.08E+13
0.47,1.15E-06,7.56E+12,1.74E-05,1.15E+14,4.55E-01,2.52E+14,1.15E+14
0.5,1.48E-06,9.76E+12,2.39E-05,1.58E+14,4.85E-01,3.25E+14,1.58E+14
0.55,2.42E-06,1.60E+13,2.54E-05,1.67E+14,5.25E-01,3.20E+14,1.68E+14
0.573,9.68E-07,6.38E+12,2.36E-05,1.56E+14,5.62E-01,2.77E+14,1.56E+14
0.6,1.06E-06,6.96E+12,2.30E-05,1.51E+14,5.87E-01,2.58E+14,1.51E+14
0.67,2.33E-06,1.53E+13,2.11E-05,1.39E+14,6.35E-01,2.19E+14,1.39E+14
0.679,2.32E-07,1.53E+12,1.74E-05,1.15E+14,6.75E-01,1.70E+14,1.15E+14
0.75,1.68E-06,1.10E+13,1.68E-05,1.11E+14,7.15E-01,1.55E+14,1.11E+14
0.82,1.37E-06,9.02E+12,1.53E-05,1.01E+14,7.85E-01,1.29E+14,1.01E+14
0.861,6.40E-07,4.22E+12,1.31E-05,8.65E+13,8.41E-01,1.03E+14,8.66E+13
0.875,1.75E-07,1.15E+12,1.08E-05,7.13E+13,8.68E-01,8.21E+13,7.13E+13
0.9,2.94E-07,1.94E+12,1.05E-05,6.89E+13,8.88E-01,7.76E+13,6.89E+13
0.92,1.92E-07,1.27E+12,8.76E-06,5.77E+13,9.10E-01,6.35E+13,5.78E+13
1.01,6.62E-07,4.36E+12,7.09E-06,4.68E+13,9.65E-01,4.84E+13,4.67E+13
1.1,6.18E-07,4.07E+12,7.24E-06,4.77E+13,1.06E+00,4.52E+13,4.79E+13
1.2,8.31E-07,5.48E+12,9.56E-06,6.30E+13,1.15E+00,5.48E+13,6.30E+13
1.25,3.73E-07,2.46E+12,9.13E-06,6.02E+13,1.23E+00,4.92E+13,6.05E+13
1.32,4.00E-07,2.63E+12,7.33E-06,4.83E+13,1.29E+00,3.76E+13,4.85E+13
1.36,2.12E-07,1.39E+12,7.09E-06,4.67E+13,1.34E+00,3.48E+13,4.66E+13
1.4,2.40E-07,1.58E+12,8.28E-06,5.46E+13,1.38E+00,3.95E+13,5.45E+13
1.5,5.35E-07,3.52E+12,7.75E-06,5.11E+13,1.45E+00,3.52E+13,5.10E+13
1.85,1.36E-06,8.94E+12,6.47E-06,4.26E+13,1.68E+00,2.55E+13,4.29E+13
2.35,1.29E-06,8.50E+12,5.39E-06,3.55E+13,2.10E+00,1.70E+13,3.57E+13
2.48,3.12E-07,2.06E+12,5.79E-06,3.82E+13,2.42E+00,1.58E+13,3.83E+13
3,8.35E-07,5.50E+12,4.39E-06,2.89E+13,2.74E+00,1.06E+13,2.90E+13
4.3,8.48E-07,5.59E+12,2.36E-06,1.55E+13,3.65E+00,4.30E+12,1.57E+13
4.8,1.68E-07,1.11E+12,1.53E-06,1.01E+13,4.55E+00,2.22E+12,1.01E+13
6.43,2.73E-07,1.80E+12,9.35E-07,6.16E+12,5.62E+00,1.10E+12,6.21E+12
8.19,8.63E-08,5.69E+11,3.57E-07,2.35E+12,7.31E+00,3.23E+11,2.36E+12
10,2.26E-08,1.49E+11,1.13E-07,7.44E+11,9.10E+00,8.23E+10,7.49E+11
12.8,6.79E-09,44743445717,2.75E-08,1.81E+11,1.14E+01,1.60E+10,1.82E+11
13.8,5.13E-10,3382576112,6.82E-09,4.50E+10,1.33E+01,3.38E+09,4.50E+10
14.6,2.04E-10,1346454134,3.63E-09,2.39E+10,1.42E+01,1.68E+09,2.39E+10
15.7,1.39E-10,914871473.4,1.91E-09,1.26E+10,1.52E+01,8.32E+08,1.26E+10
17.3,7.73E-11,509392659.3,7.97E-10,5.25E+09,1.65E+01,3.18E+08,5.25E+09
20,2.90E-11,191173412.9,2.00E-10,1.32E+09,1.87E+01,7.08E+07,1.32E+09
